,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-1.829999, 52.437165)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-1.830583, 52.511722)","(-1.875024, 52.47609)","(-3.007175, 53.80489)","(-1.826744, 50.73957)","(-4.041924, 51.074793)","(-2.584482, 51.462839)","(-0.147572, 50.840836)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.780888, 50.735454)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.560228, 52.411563)","(-7.331179, 55.002818)","(-1.358547, 54.516667)","(0.271611, 50.805778)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-0.131931, 51.49467)","(-0.298777, 51.617333)","(-0.341222, 53.74878)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.127311, 52.619823)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(0.070766, 51.45258)","(-2.844333, 53.34633)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-0.879898, 52.271886)","(-0.916605, 52.272257)","(-1.260278, 51.744806)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-2.680353, 53.76559)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(0.634889, 51.45617)","(-4.227678, 50.411463)","(-0.300306, 52.132417)","(0.678408, 51.544206)","(-1.455815, 53.40495)","(-1.478096, 53.378622)","(-1.3159, 54.565819)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(-0.449548, 50.916932)","(-1.406878, 54.88361)","(-3.947374, 51.632696)","(-0.345606, 51.425286)","(-3.022722, 53.37287)","(-2.615358, 53.38928)","(-2.638139, 53.54914)","(-3.002778, 53.04222)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2018-08-01T01:00:00Z,8,0,0,13,6,0,0,7,5,0,0,0,4,5,4,7,5,-2,4,0,4,1,4,8,9,5,0,4,3,6,0,4,8,2,0,0,2,5,6,8,6,4,6,5,0,2,6,10,5,0,2,4,0,5,3,3,0,6,9,7,0,0,0,7,13,0,0,0,3,0,4,0,6,0,6,7,0,6,0
2018-08-01T02:00:00Z,5,0,0,12,5,0,0,6,5,0,0,0,5,5,4,4,7,1,4,0,2,2,4,8,12,7,0,7,6,6,0,3,6,6,0,0,3,4,7,9,7,4,5,4,0,4,6,11,6,0,3,5,0,5,4,3,0,6,10,2,0,0,0,6,8,0,0,0,3,0,4,0,6,0,4,4,0,7,0
2018-08-01T03:00:00Z,5,0,0,11,10,0,0,5,6,0,0,0,4,4,7,6,4,0,4,0,4,2,6,6,7,4,0,5,7,7,0,1,8,6,0,0,3,4,5,6,10,4,7,6,0,4,5,10,6,0,5,5,0,6,5,2,0,4,7,3,0,0,0,6,7,0,0,0,6,0,9,0,8,0,4,9,0,4,0
2018-08-01T04:00:00Z,4,0,0,11,7,0,0,0,5,0,0,0,5,3,6,7,7,2,3,0,4,4,11,7,4,7,0,2,8,8,0,3,10,6,0,0,2,4,7,7,10,4,6,4,0,3,4,9,7,0,5,5,0,5,5,2,0,3,8,1,0,0,0,8,11,0,0,0,0,0,4,0,7,0,4,4,0,7,0
2018-08-01T05:00:00Z,4,0,0,10,7,0,0,2,2,0,0,0,6,3,6,8,9,3,3,0,2,5,6,8,11,5,0,5,7,9,0,5,7,6,0,0,4,4,6,7,7,3,5,6,0,1,4,12,8,0,5,3,0,3,4,2,0,4,7,2,0,0,0,6,11,0,0,0,5,0,8,0,8,0,3,5,0,8,0
2018-08-01T06:00:00Z,4,0,0,9,6,0,0,6,8,0,0,0,8,4,8,9,4,3,3,0,1,7,6,7,7,6,0,9,10,10,0,3,7,6,0,0,5,5,5,8,7,4,6,7,0,4,4,16,8,0,5,3,0,8,5,3,0,4,11,0,0,0,0,6,16,0,0,0,5,0,7,0,9,0,0,0,0,5,0
2018-08-01T07:00:00Z,5,0,0,14,5,0,0,4,7,0,0,0,9,3,7,10,5,2,4,0,4,7,5,8,6,6,0,9,10,9,0,6,8,7,0,0,4,8,5,9,7,4,8,7,0,6,4,13,10,0,4,3,0,7,2,3,0,4,17,4,0,0,0,10,8,0,0,0,4,0,7,0,7,0,0,3,0,6,0
2018-08-01T08:00:00Z,8,0,0,14,6,0,0,9,0,0,0,0,6,2,7,6,5,5,5,0,3,4,6,7,6,6,0,9,10,10,0,11,4,6,0,0,4,6,6,8,5,3,10,4,0,8,2,15,10,0,4,4,0,4,5,5,0,4,11,4,0,0,0,4,5,0,0,0,5,0,10,0,8,0,7,5,0,6,0
2018-08-01T09:00:00Z,9,0,0,16,5,0,0,3,0,0,0,0,9,3,3,10,4,5,3,0,5,7,3,9,6,6,0,7,9,9,0,8,4,6,0,0,4,4,6,10,6,6,11,3,0,7,6,22,10,0,6,3,0,5,6,5,0,6,15,4,0,0,0,4,0,0,0,0,6,0,7,0,6,0,6,6,0,7,0
2018-08-01T10:00:00Z,7,0,0,15,4,0,0,4,6,0,0,0,7,5,10,8,3,0,3,0,7,4,6,8,7,6,0,8,7,8,0,8,5,5,0,0,4,3,4,10,5,7,10,4,0,7,4,12,8,0,3,3,0,5,5,4,0,10,9,7,0,0,0,5,0,0,0,10,4,0,9,0,7,0,7,10,0,5,0
2018-08-01T11:00:00Z,10,0,0,18,3,0,0,8,5,0,0,0,6,3,5,6,3,3,5,0,0,2,4,6,6,6,0,6,10,8,0,8,2,5,0,0,4,3,4,8,7,3,5,1,0,9,10,13,8,0,2,2,0,5,6,8,0,11,10,2,0,0,0,7,0,0,0,9,4,0,8,0,5,0,4,10,0,6,0
2018-08-01T12:00:00Z,10,0,0,21,4,0,0,5,6,0,0,0,6,7,8,8,4,8,3,0,4,8,3,7,18,0,0,8,7,8,0,5,5,6,0,0,4,3,7,10,5,9,10,3,0,8,10,14,9,0,5,3,0,6,5,5,0,5,9,2,0,0,0,6,0,0,0,8,3,0,7,0,10,0,7,8,0,10,0
2018-08-01T13:00:00Z,8,0,0,17,4,0,0,4,6,0,0,0,7,6,6,7,4,11,4,0,10,4,0,5,8,0,0,4,8,6,0,4,6,7,0,0,4,3,3,8,4,8,11,4,0,6,10,16,6,0,4,3,0,6,4,4,0,6,11,3,0,0,0,7,0,0,0,5,3,0,7,0,5,0,6,4,0,5,0
2018-08-01T14:00:00Z,8,0,0,13,15,0,0,8,3,0,0,0,4,7,6,14,4,17,4,0,6,5,3,2,8,0,0,4,6,5,0,2,4,7,0,0,4,3,8,9,6,6,6,4,0,8,9,15,8,0,3,3,0,6,4,8,0,8,7,6,0,0,0,7,0,0,0,6,9,0,6,0,8,0,7,6,0,5,0
2018-08-01T15:00:00Z,12,0,0,10,5,0,0,7,3,0,0,0,6,7,8,8,4,7,8,0,7,5,4,3,7,7,0,5,6,4,0,2,5,7,0,0,5,3,5,6,2,8,7,3,0,9,4,16,6,0,4,4,0,7,4,7,0,6,8,3,0,0,0,5,0,0,0,12,7,0,8,0,6,0,2,8,0,7,0
2018-08-01T16:00:00Z,9,0,5,10,5,0,0,5,4,0,0,0,6,5,4,5,3,8,6,0,5,2,5,6,8,7,0,5,3,3,0,1,3,7,0,0,5,3,6,10,4,6,6,5,0,7,10,16,9,0,3,4,0,7,5,8,0,9,8,8,0,0,0,5,0,0,0,8,3,0,7,0,9,0,5,6,0,6,0
2018-08-01T17:00:00Z,6,0,6,9,9,0,0,6,6,0,0,0,8,6,6,3,3,9,9,0,5,7,4,4,10,6,0,4,5,3,0,4,5,8,0,0,5,4,7,9,4,7,6,5,0,12,9,14,8,0,3,4,0,6,6,7,0,6,9,2,0,0,0,7,0,9,0,12,5,0,8,0,9,0,5,4,0,4,0
2018-08-01T18:00:00Z,4,0,3,8,6,0,0,7,7,0,0,0,7,7,7,12,3,14,8,0,4,4,6,3,7,6,0,4,3,2,0,16,4,6,0,0,7,3,5,11,6,5,7,2,0,10,5,17,10,0,4,5,0,7,1,8,0,8,6,5,0,0,0,3,0,10,0,8,6,0,9,0,6,0,8,7,0,3,0
2018-08-01T19:00:00Z,6,0,4,11,6,0,0,4,6,0,0,0,5,6,5,8,4,18,10,0,7,5,6,5,7,6,0,2,0,2,0,-4,4,8,0,0,5,3,6,10,7,9,11,3,0,11,7,12,10,0,4,5,0,9,3,5,0,5,6,5,0,0,0,3,0,8,0,6,4,0,11,0,6,0,5,6,0,8,0
2018-08-01T20:00:00Z,6,0,5,11,6,0,0,2,3,0,0,0,5,8,7,7,4,8,6,0,5,3,7,4,8,2,0,2,4,1,0,-2,5,6,0,0,4,3,5,10,8,9,9,6,0,7,9,15,10,0,6,7,0,10,4,6,0,7,7,5,0,0,0,4,0,7,0,10,6,0,10,0,6,0,3,8,0,8,0
2018-08-01T21:00:00Z,4,0,7,10,7,0,0,6,1,0,0,0,6,7,5,17,4,5,5,0,5,3,6,5,7,5,0,4,4,0,0,1,5,5,0,0,1,3,4,10,10,7,7,5,0,7,6,20,9,0,3,6,0,7,4,3,0,12,10,5,0,0,0,6,0,11,0,10,5,0,6,0,7,0,5,9,0,10,0
2018-08-01T22:00:00Z,7,0,5,10,8,0,0,4,5,0,0,0,6,6,6,0,4,2,4,0,6,6,6,2,5,6,0,2,3,1,0,-2,15,4,0,0,0,4,4,10,9,9,7,4,0,7,8,16,9,0,6,6,0,8,5,5,0,13,10,2,0,0,0,7,0,7,0,12,4,0,7,0,6,0,6,9,0,9,0
2018-08-01T23:00:00Z,9,0,4,8,9,0,0,5,3,0,0,0,4,4,3,3,4,4,9,0,6,3,6,4,11,6,0,1,5,3,0,-4,7,4,0,0,0,4,8,8,10,7,8,4,0,4,4,13,11,0,6,6,0,9,2,9,0,5,12,4,0,0,0,4,0,4,0,9,5,0,8,0,8,0,4,8,0,9,0
2018-08-02T00:00:00Z,8,0,6,6,6,0,0,3,3,0,0,6,3,5,-1,9,5,1,7,0,6,2,6,2,9,6,0,0,0,4,0,-3,6,5,0,0,1,4,6,11,11,6,7,6,0,3,7,11,3,0,4,4,0,8,3,7,0,6,14,6,0,0,0,6,0,12,0,9,8,0,8,0,7,0,3,7,0,4,0
2018-08-02T01:00:00Z,4,0,5,5,5,0,0,2,6,0,0,0,5,6,1,10,5,6,8,0,7,2,6,3,8,4,0,-1,0,4,0,-4,5,8,0,0,0,4,6,8,9,5,6,5,0,3,5,10,6,0,4,4,0,7,4,5,0,0,12,3,0,0,0,4,0,3,0,9,4,0,8,0,8,0,4,2,0,9,0
2018-08-02T02:00:00Z,5,0,5,7,7,0,0,1,5,0,0,0,5,4,1,8,5,3,6,0,3,3,7,3,7,5,0,4,0,3,0,-3,5,7,0,0,0,4,5,8,9,2,5,5,0,5,4,9,4,0,3,4,0,6,3,7,0,0,11,3,0,0,0,6,0,15,0,8,5,0,5,0,7,0,4,4,0,5,0
2018-08-02T03:00:00Z,9,0,4,4,5,0,0,0,10,0,0,0,4,5,3,7,5,0,8,0,7,4,4,3,5,5,0,3,4,3,0,0,8,5,0,0,0,4,6,11,6,1,5,3,0,3,7,8,6,0,5,4,0,10,3,5,0,5,10,4,0,0,0,4,0,0,0,9,4,0,6,0,4,0,5,0,0,7,0
2018-08-02T04:00:00Z,6,0,5,3,8,0,0,3,6,0,0,0,4,4,2,7,7,2,6,0,7,3,6,3,9,5,0,3,9,4,0,-3,8,7,0,0,0,4,6,9,8,4,4,3,0,4,4,10,7,0,4,5,0,8,3,6,0,11,10,5,0,0,0,7,0,0,0,12,4,0,3,0,5,0,4,5,0,7,0
2018-08-02T05:00:00Z,3,0,6,3,8,0,0,6,6,0,0,0,6,5,1,10,8,7,5,0,8,4,7,3,5,5,0,2,8,5,0,-4,8,8,0,0,1,4,0,6,12,4,6,5,0,3,4,12,5,0,4,5,0,7,7,5,0,5,7,7,0,0,0,7,0,0,0,12,7,0,5,0,6,0,4,0,0,7,0
2018-08-02T06:00:00Z,7,0,6,4,8,0,0,3,5,0,0,0,7,7,1,9,7,7,0,0,6,5,7,5,4,3,0,4,5,9,0,-6,6,8,0,0,1,4,0,9,8,6,7,5,0,5,7,13,7,0,3,6,0,6,3,6,0,0,10,7,0,0,0,8,0,0,0,9,6,0,4,0,9,0,4,6,0,6,0
2018-08-02T07:00:00Z,6,0,3,5,7,0,0,0,5,0,0,0,6,6,3,10,7,7,0,0,7,6,7,4,5,2,0,2,10,9,0,-4,13,6,0,0,1,5,8,9,7,5,7,7,0,5,4,14,5,0,4,6,0,4,8,5,0,7,8,7,0,0,0,8,0,8,0,9,5,0,2,0,9,0,5,3,0,6,0
2018-08-02T08:00:00Z,7,0,6,5,5,0,0,4,6,0,0,0,5,6,4,0,5,5,0,0,7,5,6,1,5,8,0,3,12,10,0,-3,5,7,0,0,1,4,4,9,7,4,5,4,0,3,2,18,3,0,2,7,0,4,3,5,0,1,10,6,0,0,0,7,0,5,0,12,6,0,2,0,9,0,2,4,0,5,0
2018-08-02T09:00:00Z,6,0,5,7,4,0,0,3,7,0,0,0,9,3,3,0,5,7,0,0,5,5,7,6,3,6,0,2,9,10,0,-3,7,8,0,0,1,4,6,9,5,5,6,3,0,44,0,13,4,0,5,5,0,6,5,5,0,4,7,4,0,0,0,6,0,3,0,14,5,0,2,0,9,0,2,3,0,9,0
2018-08-02T10:00:00Z,7,0,3,4,6,0,0,0,5,0,0,0,7,5,2,2,4,7,0,0,3,5,5,4,2,6,0,1,7,9,0,-3,3,6,0,0,1,4,5,8,0,6,6,2,0,26,0,13,2,0,2,4,0,8,5,6,0,3,12,7,0,0,0,6,0,9,0,9,4,0,3,0,7,0,4,5,0,7,0
2018-08-02T11:00:00Z,9,0,4,3,6,0,0,2,5,0,0,0,5,7,6,6,4,10,6,0,6,1,6,3,1,4,0,5,6,7,0,-5,3,5,0,0,1,3,7,9,0,6,10,3,0,19,6,12,5,0,5,4,0,6,5,6,0,2,10,4,0,0,0,7,0,5,0,13,3,0,3,0,7,0,2,4,0,8,0
2018-08-02T12:00:00Z,5,0,6,7,6,0,0,1,5,0,0,0,7,8,3,11,4,8,7,0,3,4,5,5,0,0,0,6,5,5,0,-4,4,6,0,0,1,3,6,10,0,6,6,3,0,25,4,15,3,0,3,3,0,3,5,6,0,2,9,4,0,0,0,10,2,9,0,12,4,0,1,0,9,0,1,2,0,7,0
2018-08-02T13:00:00Z,7,0,5,5,6,0,0,1,4,0,0,0,5,8,4,9,4,9,6,0,4,3,7,4,0,0,0,2,5,5,0,-4,4,4,0,0,1,3,6,12,0,5,6,8,0,48,5,17,4,0,8,2,0,3,7,6,0,3,5,3,0,0,0,4,6,8,0,10,4,0,2,0,8,0,2,8,0,0,0
2018-08-02T14:00:00Z,16,0,6,5,8,0,0,0,2,0,0,0,6,7,7,5,3,9,5,0,3,4,11,5,1,0,0,0,6,4,0,-3,6,3,0,0,2,3,9,10,0,3,6,3,0,15,0,16,6,0,4,2,0,3,7,7,0,4,5,6,0,0,0,4,4,7,0,13,6,0,3,0,10,0,3,8,0,0,0
2018-08-02T15:00:00Z,12,0,6,6,6,0,0,3,6,0,0,0,6,4,4,5,4,7,6,0,6,7,10,5,-1,10,0,2,6,3,0,0,7,2,0,0,1,2,7,11,0,7,7,3,0,18,6,16,4,0,3,2,0,4,6,6,0,1,6,5,4,0,0,6,2,11,0,11,5,0,2,0,9,0,3,7,0,4,0
2018-08-02T16:00:00Z,6,0,4,5,8,0,0,2,4,0,0,0,8,6,7,9,4,6,8,0,6,6,9,9,-1,8,0,3,9,4,0,1,8,4,0,0,1,3,8,12,0,7,6,5,0,6,-2,18,4,0,3,2,0,2,3,3,0,3,6,4,4,0,0,8,2,5,0,12,4,0,4,0,9,0,2,7,0,6,0
2018-08-02T17:00:00Z,12,0,4,6,8,0,0,5,0,0,0,0,5,4,8,5,5,8,4,0,4,7,7,4,2,8,0,2,8,3,0,0,7,9,0,0,2,3,5,12,0,6,7,6,0,7,3,16,6,0,4,2,0,2,3,5,0,5,4,7,5,0,0,8,2,8,0,13,3,0,5,0,10,0,3,3,0,9,0
2018-08-02T18:00:00Z,8,0,6,9,8,0,0,0,3,0,0,0,7,5,3,3,6,12,6,0,3,7,6,5,3,7,0,5,7,4,0,-3,8,14,0,0,2,4,6,11,0,6,9,8,0,8,5,15,3,0,3,3,0,5,3,7,0,4,6,2,6,0,0,8,7,5,0,12,4,0,2,0,9,0,3,4,0,2,0
2018-08-02T19:00:00Z,7,0,4,7,10,0,0,1,0,0,0,0,8,3,2,6,5,10,7,0,5,6,7,3,3,9,0,4,6,3,0,-4,7,8,0,0,2,3,4,9,0,6,7,8,0,9,5,16,5,0,3,6,0,6,2,7,0,4,7,4,6,0,0,10,9,8,0,9,4,0,4,0,9,0,4,5,0,4,0
2018-08-02T20:00:00Z,5,0,3,7,11,0,0,6,4,0,0,0,10,4,4,13,5,5,5,0,10,9,7,6,4,8,0,3,7,2,0,3,9,8,0,0,2,5,5,10,0,7,7,8,0,6,3,20,7,0,5,8,0,6,5,6,0,5,3,4,6,0,0,10,11,6,0,10,5,0,3,0,10,0,1,5,0,4,0
2018-08-02T21:00:00Z,2,0,4,7,12,0,0,0,6,0,0,0,12,4,4,7,6,4,4,0,5,10,7,7,6,9,0,3,5,3,0,3,8,7,0,0,2,6,7,11,0,8,7,8,0,6,3,22,9,0,5,8,0,7,3,8,0,5,5,4,6,0,0,10,6,11,0,14,4,0,4,0,12,0,2,3,0,4,0
2018-08-02T22:00:00Z,4,0,2,9,10,0,0,0,5,0,0,0,11,4,3,15,7,5,3,0,2,6,5,5,4,8,0,1,4,4,0,2,8,9,0,0,4,6,4,8,0,6,7,10,0,4,3,18,8,0,2,9,0,6,7,10,0,6,5,3,7,0,0,10,4,8,0,14,3,0,4,0,12,0,4,10,0,6,0
2018-08-02T23:00:00Z,0,0,5,6,10,0,0,3,5,0,0,0,9,6,6,8,6,13,2,0,1,9,4,3,1,8,0,3,4,4,0,3,7,8,0,0,1,6,6,10,0,5,5,10,0,8,3,15,7,0,1,9,0,7,6,3,0,6,6,5,7,0,0,10,2,12,0,18,4,0,1,0,9,0,4,0,0,5,0
2018-08-03T00:00:00Z,-1,0,5,7,12,0,0,2,2,0,0,7,4,11,2,16,6,10,4,0,2,7,1,5,1,8,0,2,7,5,0,4,9,11,0,0,1,6,2,9,0,6,9,7,0,5,5,15,6,0,2,10,0,6,5,6,0,4,6,2,6,0,0,11,0,12,0,19,4,0,3,0,10,0,1,4,0,6,0
2018-08-03T01:00:00Z,5,0,2,8,10,0,0,3,0,0,0,0,3,10,4,7,6,7,2,0,2,7,-2,3,-2,7,0,4,5,6,0,0,9,9,0,0,1,5,5,10,0,4,7,9,0,4,2,8,4,0,1,10,0,6,7,5,0,5,5,4,6,0,0,10,3,3,0,18,2,0,4,0,11,0,2,6,0,5,0
2018-08-03T02:00:00Z,5,0,4,3,12,0,0,0,3,0,0,0,4,10,5,9,5,13,3,0,3,4,2,4,1,9,0,5,6,6,0,-6,11,7,0,0,1,4,7,9,0,4,6,9,0,3,2,9,2,0,3,8,0,6,4,6,0,4,6,4,7,0,0,12,2,9,0,15,3,0,4,0,10,0,4,3,0,5,0
2018-08-03T03:00:00Z,5,0,3,4,12,0,0,2,3,1,0,0,5,10,6,8,4,9,3,0,1,4,5,1,2,8,0,3,6,7,0,-6,10,6,0,0,1,4,8,8,0,7,5,10,0,4,2,9,6,0,2,7,0,5,5,3,0,7,5,2,8,0,0,13,-2,8,0,14,2,0,4,0,7,0,3,6,0,5,0
2018-08-03T04:00:00Z,5,0,2,2,16,0,0,4,4,0,0,0,6,13,6,9,6,4,3,0,4,4,4,3,5,10,0,5,6,7,0,-4,12,6,0,0,1,4,7,10,0,7,8,10,0,6,3,8,9,0,2,8,0,5,10,7,0,2,6,4,8,0,0,9,1,10,0,14,1,0,3,0,8,0,4,2,0,6,0
2018-08-03T05:00:00Z,0,0,5,1,15,0,0,2,3,-1,0,0,7,12,8,18,8,2,3,0,3,3,6,3,3,10,0,4,7,6,0,-2,11,4,0,0,2,3,6,9,0,4,6,6,0,5,3,9,8,0,2,5,0,6,7,6,0,4,6,3,9,0,0,8,5,-1,0,13,3,0,1,0,11,0,4,9,0,6,0
2018-08-03T06:00:00Z,3,0,2,2,10,0,0,7,2,5,0,0,16,8,7,7,5,11,4,0,4,5,6,4,0,11,0,0,7,6,0,-4,9,7,0,0,2,3,6,10,0,4,7,8,0,4,0,9,8,0,6,6,0,5,6,6,0,6,4,6,7,0,0,8,7,6,0,15,0,0,2,0,13,0,6,7,0,3,0
2018-08-03T07:00:00Z,4,0,3,3,9,0,0,9,3,3,0,0,6,10,8,8,5,7,4,0,3,5,4,3,1,12,0,2,9,4,0,0,7,6,0,0,2,3,3,9,0,6,6,8,0,6,4,12,8,0,3,5,0,3,7,8,0,1,6,3,8,0,0,11,5,14,0,10,2,0,2,0,9,0,5,7,0,4,0
2018-08-03T08:00:00Z,8,0,4,5,9,0,0,6,4,2,0,0,11,12,4,10,4,6,8,0,7,7,4,3,3,9,0,5,8,2,0,-5,7,6,0,0,1,5,5,9,0,5,10,7,0,5,2,13,5,0,0,5,0,3,4,4,0,4,8,4,9,0,0,11,5,11,0,13,4,0,3,0,8,0,4,7,0,0,0
2018-08-03T09:00:00Z,6,0,5,5,12,0,0,1,7,3,0,0,8,16,4,10,5,6,5,0,4,6,3,3,2,10,0,3,3,2,0,-3,7,6,0,0,1,6,7,8,0,7,3,6,0,18,2,14,11,0,1,6,0,3,5,8,0,5,8,2,7,0,0,12,12,13,0,17,2,0,-2,0,12,0,1,6,0,0,0
2018-08-03T10:00:00Z,11,0,3,3,10,0,3,2,4,3,0,0,9,17,8,8,5,6,6,0,2,10,5,3,2,11,0,7,6,2,0,-3,6,8,0,11,1,5,8,8,5,1,4,7,0,15,6,17,13,0,4,4,0,9,3,5,0,6,6,7,4,0,0,10,8,11,0,17,3,0,6,0,9,0,6,5,0,0,0
2018-08-03T11:00:00Z,9,0,5,1,9,0,4,1,3,2,0,0,7,11,9,8,5,3,6,0,5,5,6,4,4,10,0,7,5,2,0,-2,8,6,0,15,1,4,6,10,4,7,6,5,0,24,4,14,18,0,5,10,0,7,3,6,0,5,6,6,5,0,0,6,8,11,0,14,3,0,9,0,8,0,4,8,0,0,0
2018-08-03T12:00:00Z,7,0,5,3,9,0,7,0,2,0,0,0,10,11,6,6,4,9,9,0,4,8,4,3,4,11,0,4,5,2,0,1,8,8,0,8,1,4,5,7,7,9,7,9,0,22,7,18,12,0,8,15,0,3,3,8,0,3,7,1,5,0,0,9,7,4,0,14,0,0,7,0,12,0,5,4,0,0,0
2018-08-03T13:00:00Z,9,0,6,7,10,0,8,6,8,4,0,0,10,8,8,6,4,8,9,0,6,8,4,8,1,10,0,8,3,2,0,0,9,9,0,6,1,5,5,9,3,6,8,7,0,15,7,19,16,0,6,10,0,4,1,7,0,6,7,5,4,0,0,7,5,9,0,11,5,0,2,14,11,0,2,4,0,0,0
2018-08-03T14:00:00Z,9,0,6,4,13,0,9,3,7,3,0,0,8,9,8,9,4,14,5,0,4,9,6,4,1,9,0,6,6,2,0,0,6,9,0,10,1,5,4,11,5,4,2,10,0,40,1,16,13,0,2,10,0,6,5,11,0,5,7,5,3,0,0,4,6,11,0,11,2,0,3,12,12,0,3,6,0,0,0
2018-08-03T15:00:00Z,0,0,4,7,13,0,6,3,8,2,0,0,8,10,6,9,3,11,4,0,3,10,7,5,1,12,0,6,7,2,0,0,5,8,0,16,1,5,8,8,5,5,7,12,0,8,5,18,8,0,1,7,0,3,4,9,0,8,6,5,4,0,0,8,5,7,0,14,4,0,2,11,12,0,4,10,0,6,0
2018-08-03T16:00:00Z,9,0,7,7,13,0,5,2,5,3,0,0,11,7,4,13,5,15,5,0,3,10,4,2,0,9,0,5,5,2,0,1,7,7,0,17,1,4,6,8,4,7,5,11,0,8,4,15,8,0,6,5,0,2,7,8,0,7,5,6,5,0,0,8,4,11,0,12,4,0,3,20,10,0,5,6,0,6,0
2018-08-03T17:00:00Z,7,0,4,5,13,0,6,3,2,1,0,0,10,6,5,9,5,21,4,0,5,12,6,5,0,13,0,7,6,2,0,3,8,8,0,16,1,4,6,10,6,10,6,11,0,8,1,14,0,0,5,4,0,3,6,4,0,7,8,6,7,0,0,10,6,4,0,16,4,0,3,20,10,0,3,5,0,1,0
2018-08-03T18:00:00Z,-2,0,3,7,11,0,8,3,4,1,0,0,8,7,8,12,5,6,4,0,4,6,4,3,1,10,0,6,5,2,0,2,12,10,0,20,1,4,9,12,5,6,6,8,0,6,3,9,0,0,5,3,0,4,3,6,0,10,8,10,8,0,0,13,8,12,0,15,9,0,5,17,9,0,3,0,0,2,0
2018-08-03T19:00:00Z,5,0,5,5,10,0,7,7,3,2,0,0,6,6,4,12,4,6,6,0,3,5,4,2,4,11,0,6,5,1,0,1,12,7,0,21,1,4,5,10,3,7,6,6,0,4,4,11,0,0,4,2,0,5,4,4,0,6,9,7,7,0,0,10,5,11,0,8,8,0,9,21,8,0,2,6,0,5,0
2018-08-03T20:00:00Z,6,0,9,3,10,0,4,4,3,1,0,0,5,8,6,8,4,9,5,0,3,6,5,5,4,11,0,5,9,1,0,3,15,8,0,22,1,4,7,8,6,7,10,5,0,7,11,9,0,0,4,4,0,6,5,2,0,6,12,4,7,0,0,10,3,7,0,9,7,0,11,21,6,0,2,3,0,3,0
2018-08-03T21:00:00Z,5,0,6,4,8,0,8,8,3,2,0,0,6,8,7,8,4,7,6,0,5,6,4,3,3,10,0,4,1,1,0,4,10,7,0,13,1,5,4,8,5,3,6,6,0,5,6,10,0,0,5,3,0,8,3,3,0,10,11,5,5,0,0,8,1,7,0,11,9,0,10,29,8,0,6,5,0,4,0
2018-08-03T22:00:00Z,1,0,6,3,8,0,6,6,1,1,0,0,6,12,7,9,4,5,3,0,4,6,4,2,4,7,0,4,3,1,0,3,6,6,0,4,1,4,3,9,4,6,4,4,0,4,6,11,0,0,4,2,0,6,1,2,0,8,11,3,4,0,0,6,0,7,0,10,7,0,9,18,8,0,6,9,0,5,0
2018-08-03T23:00:00Z,3,0,8,3,8,0,9,3,0,2,0,0,7,18,0,11,4,2,6,0,2,5,6,5,3,13,0,3,4,1,0,2,7,7,0,3,1,5,5,8,4,5,6,5,0,5,8,8,0,0,3,1,0,5,4,1,0,9,11,4,4,0,0,5,7,12,0,10,4,0,9,18,8,0,7,11,0,6,0
2018-08-04T00:00:00Z,4,0,8,3,10,0,9,0,2,2,0,9,5,16,1,7,4,7,5,0,3,4,5,2,5,11,0,1,7,1,0,1,6,6,0,4,1,4,5,10,5,5,6,6,0,7,7,8,0,0,3,1,0,6,4,5,0,10,6,4,5,0,0,7,5,8,0,9,6,0,7,8,7,0,10,10,0,4,0
2018-08-04T01:00:00Z,5,0,9,3,9,0,10,3,3,2,0,0,5,16,4,12,2,5,6,0,2,4,7,2,9,9,0,2,4,1,0,-1,6,5,0,4,1,3,6,11,6,7,6,5,0,7,6,8,0,0,4,1,0,7,4,4,0,6,5,2,5,0,0,8,4,17,0,10,8,0,9,9,6,0,9,13,0,4,0
2018-08-04T02:00:00Z,6,0,6,4,9,0,7,1,4,0,0,0,1,15,3,11,2,7,5,0,6,3,6,4,12,9,0,5,0,1,0,0,7,4,0,7,1,2,7,12,4,6,5,4,0,6,6,7,0,0,2,2,0,6,3,4,0,2,5,5,7,0,0,20,6,9,0,11,10,0,8,11,9,0,8,7,0,7,0
